⚽世界杯⚽,#genre#
HOY资讯78台A,http://www.kaniptv.cn/ua3.php?etoken=gOYeWq4IJ3c9TSDMWjZyFKV53XyJ12AzkP%2BvpGQOWt6CHShN6R2m12zjidrfABhvv82fWI0OmwbqLaqY%2Fg3TWHrv7JeL%2FKJo%2BbuRJhjf5ZDywsG8YTbQ4%2FXh6JVFj5y9zM6gNqKXHy%2BshD6NGVrERmhjzeSA6wh8Y8t5jzEhwKoiBFuL9vnBwtHAYKg7FwiwoYTJAFt2f%2F6sPAR1tT1ceuqM2EjxZNetcg9v2CC0LdIOPr5EnVZy3hOtoGKzUhoHocU8YJ546abuAB32Ut4RiqSpIuz%2BzVBqe7lLaT%2FWSBQZfeyzDnbs1Wje0ROaZq7VkgB8M%2FhWEqnGmmStGMPQBg%3D%3D
HOY资讯78台B,http://www.kaniptv.cn/ua3.php?etoken=D4CTYz9GmqyjcaqyBBM6ayENxIyV8PVdAgP2es2UZr8QWUwpVEVaMcMvAtgZmS0R9JyapiSVIRkA6e%2FNDCwn7xIYz%2B0awcgKcfmil1fld2QyVMk%2Fgdu3J2fTt42OEuo5fV7Xoc5sTUF9hOa7SJa55TuTsEn6POuv0p8gNUxsxGYXTn7S758hAdgEmiEW38WrqtBiKwTOvcNWU36hLHSq35X7W7iNneQyx%2BYbTqDd7Q%2FZ7qVCEK%2FTwZzv1NIsnG2QsOZRdBFnyutEO3r80i4xTo5eOF0x3lcPZRR6i2sbvk2Vsf77MlARbDG6pjtKn%2BSs6f6Mg8Zut4A8Bd1Wksdcwg%3D%3D
有线新闻台,http://www.kaniptv.cn/ua3.php?etoken=BjrldXVRj7MU7pfnjpn9QevM%2F%2BAnG%2F3C6BKcrgYf5f%2BAssEsk6OJn5ZIvLXK7gVEvpDNNCMEjMyHgXmEHD9fdhQItlJGmVUBXWtqnAhgrtLF%2FV73vSFyEIRtMDzGVYBYlriSKWfZ%2BsWqHpfCv2kruiQZK5Y6iLWAV9oJJRUfMtXd5e%2BO6zzKftARQMxAZ4fWycbR%2FOgIrV7wR7maSCprx2P%2Bg9FqcEwHYFEkagmP9t4hskyZ3uzPn3ABLZX72qS0g74tii%2Fly%2FtPl412ox5FxFikJMLAlb59odW6yduIVTBbx9OSvTXtj7XUzX719%2FKloRaYiIFb6FbUg1wbERfJog%3D%3D
Now新闻台,http://www.kaniptv.cn/ua3.php?etoken=kftrFZtW8eL2DlmUveZBTs09wjTHimredguNVUIPjH1XdfYK1R7sBV2dyipwWY0ufa4eLV2PdJQxhztKTG70O1Bnu9cWlPlkEzfxdwzCBLqeCnU%2FThi9rNGUdotFAs33Uijvlk2PRowVFksKiDwG4P%2F0hEVER6odEcbe77I7gqf3h20iZhME5Knx%2BGv62sGjExDDTAnuE2zKW0fXRWpuqaey9cBeXCUWul2bXZk%2BcSn5NtecAfNU1A9Let3%2BOLkQ%2FzIQAjRHYT9gTp%2B9pS02FyJ0prPb%2F2qN2qwv617ZEZXA8NJgPRgNTERn2%2BKn3%2BRg%2FPYik4pI3wrll5yure99vA%3D%3D
娛樂新聞台,http://www.kaniptv.cn/ua3.php?etoken=nSAIZ2YCLIOnIGhLOfA7Yk2rsr8hlv%2B9X3zvLkMSHS%2BocK6Y5X2%2BNMI%2Fs%2FxeAU%2Bv7MFZTcvWBBT0jGD%2FPSyRT9ZjWavMSOJyQERdalhxeAeo8NUq%2BwnUKWI5%2BOSG%2Ft1UOqOpmKcQSZBwhy35%2FObdOieBscHV5X3kXy5%2BrR9ZldCLrIJJQBZweg%2BbxxYMse6JACRzSD289r%2FUQdhvqsKSQ2Q1TsfTCh6F4YDaB9vu97bdYtBgClXHcdxoUuzkBVBvJX7S%2FCBafcxIPNoZ62%2BBpeQ88PnkJ4TSggabYEl7OPyrdfo9zhUuWY0FLhO7oMsKdIxn6yuWtAn1MkQ2rktCPQ%3D%3D
SUPER獎門人,http://www.kaniptv.cn/ua3.php?etoken=b%2B%2BUXVfzF7Vg8x4LGcV3WOEEyP5Nt%2FaxBekBITk%2F5uaeinWGWlEvCcsiIFfW39oErOeyk%2BCJe%2FNXEEU6QvoQExEiUB%2Baq5EUgU0ZvnXMQPk4ifmcux9mWlFgQVMPoU2I3VK58PtKYJW9qwr%2FOSvdfISaSGF3BjjN7wNiELL6V70X%2FGsJONzCdyTT6duLTIDv2Xp6i8txBtIXq7%2Bm9RyoBIJHEN2RtOOsLBgM6fDnJJ5RTJ7JgZ6QFgUyrYJrAMXTyVULnoKOpIp%2BKi5fJ7fs3E8zhl5qYJgs1jH7Zej5BCt3tawv22bo2ok9CoqhkBMUMVNDEGL5hXURUqoIaok3pA%3D%3D
凤凰香港台,http://www.kaniptv.cn/ua3.php?etoken=tHKwEoB5X1ueKklwGeyCUGY0y4iXTvnZkXE8d9zDHkbJQYNc9PuChAXifjBlH89GLybiiEfzfHWjvJQy2%2BOdspUxke8IqPDYE8Loe2n77SNxc0PSi0n1Y9eAKL%2B6Seej5a1JTElXsJlmmWqpFbO0OTgtSgVOehhBK7kEOvmM6DdXriRz8gQDtWbBiZI%2B5BO%2Fi%2Ftd2rqjp7kVkKeXCf%2F6W%2B3XgaZRj46tpGNyrzCLFnGcVH%2FG%2BFgxX3LDFbbL1Y1onf%2FG%2BZ79cSI58BXOisgy2HfVR59wZjNRl9pamhOqXn0sdGRnem2Kn9PsMwXln4sA5pIsM3EfcBo%2Bl8rRhwUsYg%3D%3D
凤凰资讯台,http://www.kaniptv.cn/ua3.php?etoken=%2FrjtEJxTb9uNs4gp%2BtKD%2F1Y8PFcogK47u5NDhLIFveijXvpvf7czjNINcg4qHeHEGfnjPoiPMxzq6g%2BVRUfenmyWhe5%2BmLFPaIDQG7tZajkIFDTBQgn%2B9PCBD5mSmkQzrg6xRXnDPZr7cs%2BpCgwkcWH2iOmlqVl2NqZ1tsMg9TgYLZg20oQ%2BtDaOQYl%2Fts7Cn8Q778YPQNxHzxZAgYxqaktK%2BvI1oaIWV0c16h1RMz4sWxEZj0PVu725jZVzRhIp0fLKKNqkJO77XtrSVyTII%2BDMCeCaR7YWl1jjRBFv8OY9Ozkp4kNkuvcWiUOxJvd0hg5FbiZCd9sqPKdZ0fBByA%3D%3D
凤凰中文台,http://www.kaniptv.cn/ua3.php?etoken=jjfRJp1Bo%2BzvieYdYG6lBHRKjys2LbsPd0vjwhalS768OQdcR9u%2B6KlnHQvOE4r6DhSo1HVI%2B9EpCRqe7O4JqE249pte3%2FuxGRQTtR5USVfmIL5jwQLtHy1VbN5%2BRRgOQ8MTsB8LGYa%2B5KoR4zSfRQ6t2JmcvXKx7nll5ck3OA%2B%2BrgeIQOwy0TVOXrPXndPYvmUnQy7O5YhWf2%2FRp6Xmif7MX2g6i2lF4kQ%2BreX0B5UiI%2BPVZC6bOlEB9EPa20H0t3Er%2Fi%2FRv6G%2BNSEjC0iBoJl3np7fqUbQX2v%2FHaRhAK8eI0GHByntyZyuqhLOzRShCxtwxOH%2FVUjOeRR0jVeImA%3D%3D
TVB星河台,http://www.kaniptv.cn/ua3.php?etoken=FkzfR%2BO6I%2BqYmM0NVOdMFvcFQeGbIggtmmuiKKnGfZP3B1m8ncchh%2FyYZIRoXaYhzuT2qUw2MVVOjX8coQGDCsO9Ytd2Po5BCJsiRvsLo6DyuDaci0y4j%2BKqRC%2FkL%2BN7G8gyG6QFJ1ty5zl7P7Fc4r19%2BmV%2F4ZJ7OOHU5%2FKH%2F%2BSshFT1ZsdhbqnjsrvCpyYU52yRtSsoU8xdIe8ynHYlS1I8T4BQzDhiAPEUAm118x6nNZYmWNT3iiPZJds5KZdTltIbgohDRgthIBXfgzUBb%2FcG26GAMaeLGJyOF8vsYykMAGfSETYlyuaOd7Q8TuXyIYX33XFKvXNXr8taVslLYg%3D%3D
寰宇新聞台,http://www.kaniptv.cn/ua3.php?etoken=RbbWqhCU4ljrR%2BXmuBWu7Fvh2QTDsGOek7jP3uIQKfgKByGOxbIcrI2b77PQBkgRa2v8xN4XMCRYGcv8pQLU3JDhMKWrf2kW5D98Icya5NdUjzcK4piEvwpRJNDKUihAAEKpm8%2F0bFy%2FMje6RUpo%2B6q9VX5JEzrPXlsklguKfiG0Wqugfndn5Qr3ffV1zp9pkvfwQp33e1JeElDURSdmc85M1A%2B6w%2FZhdtiy0%2FURLQAS6TdOQlBPET8boWXq7Z0uMunW5gCGJlTN6TLtY2D0isLpo3a68nSbGaAQO6mLL5qHQQOaMp%2BHS1JZ6eyRtYKF9wGnglbYkxmBwh6M3gX27A%3D%3D
中天新聞台,http://www.kaniptv.cn/ua3.php?etoken=m1jBeZ6pPQWBnKTP4dIXI7Nqwc5dfmbdTt7q9eR%2BVM1N1vrRnukJbMwV5gyySRTGX7l473fyDLAmZruf53ok%2B0ycz3CBk87G0XDcC4TH1ROAs3UVFxCOP2F2GQUh0u5GMytVnvmeADQqZg4e5EQW32CUaKAXNtHCKUq8Jba52fcKI%2F5rG%2BuWIn%2BrHACdELABB7IIpDLliZegojaVp%2BBk0zzCbtX%2BKLaeH3cWrYH8Nv%2Fs1rnm%2F%2BDv%2FwF5%2B3AXEQJGmaIS8XMZFvaeT0AzRl2xgQTFeqbsQE2kZbCM7wXHLpg1TfYXRaajBsFZFNaAQFy34ISU9wqf4L%2Fe2TDnf6%2FoUg%3D%3D
动物星球台湾,http://www.kaniptv.cn/ua3.php?etoken=g3w1Tm8ezsGOfA1c5nBUI8mcmcE6bjpf%2Bmk2mEua3JPzlfwpZQqDDNgCSuz%2BecSNm%2FzZkDWTzVWZAZIe%2BTSrzz54JjhYG%2FSlULiRioGBADj2C55zHaIU8l%2F5Fz%2B9w2w%2ByzY7K3aa6BAX6k4B0PROVuhSyqWHqKsBTVKdeDFLPVYJzgRE5RGI912%2FXkFZdTQR7EXGpk4DHD%2BB5geIlM6VK6Otlaza%2BdioJLIGrJUQ4v1LzLxdCv1G1%2FnEVSZRuKKrzABZTlADHuXfDBKzy6GuoonxbNA8z%2BvonkJq14hCoL27XkMK34eFggelnmyIKqUKYuaz%2FDMrFiyjhdZBnp0soQ%3D%3D
DiscoveryAsia,http://www.kaniptv.cn/ua3.php?etoken=QBKxjoB%2BKr0ceEAfmb3u9cNRxh0QfDPW3hG4w9DjoErRoIIj5Ac%2B8maq6NJMmRDVLdM8JZKsfQ%2FfbxQSc2MbhIQGPtmpoRVuG72ce6VHuD5znWI6G5Sv4edgqo0hPfOTK4vEPzlEHfJXd8cvQWJeQ8e7N%2B4uHCeEiZq8bEV3UXAEb%2F9YKISgJXl5w1aIII74Litwy0sKmsJz5Pw5UIUc9l99uG9ZBEJwpQJ9m2kxvS2bePu3vgZzwtTy6tjKEiDaHb9y8jZh4CAj5Em3fomZ2X16aUHb%2FKm5FRY%2BFT3W%2FcHTjR2zBLgkWdQtEzCiaZormOtge7ypfjT9knXmNHRICQT1otBfq2c7QQdFKrD%2FEXE%3D
DiscoveryDMAX,http://www.kaniptv.cn/ua3.php?etoken=BQK6lzJECfIsp%2FJzLbEJsVvBKVM6UlG2FWQUKnMaMuaUK8FLwOgKs%2FOijz5ZTx55nw%2B%2BKzfbt2TnoTS85y%2FmglLc4A48ramTw%2Bj0oIwtXXecULOEKjC5PDZ9T8yLH%2BxM%2B%2FFyMPc8shcoHAg7TxW0pjo%2B5rwEPhTPfF60imRisdoMN%2BtBRCZ5BcvNabursUf0TxfZHFxP%2FCp%2FfX4JOwiaEIyi2cZtE4rV71%2F7bW2SGv9KWzFHfus%2FOdF%2BleQqhk56lqs%2FI04Qm956bKPPiFt7IB4cqmefwiSODU5NdyCJWRo5sLWVHXOU5oXso0GdhYaLQ2oMraCX4pjXJVu0yXXCUq8V98BQ%2FSeEXlgt8J4QuH0%3D
DiscoveryEVE,http://www.kaniptv.cn/ua3.php?etoken=xgrjgk7O%2FTndQEr4oGiZ%2FU%2Buz0LlmMoMoVTQJGb4pknDz7IEmnftsxsf56ZvipeyLeYVLUNOutS9SN0utVVx%2FzOcx7XES66dSMkVoG2lHgwS4AymvH8Mhs4CMjnzX9%2FPxTV5foBg4ZggktAZrE2JcHpFzYVPuC8mzsMRMM21ZKCA4XBRA3Ow2I5fGkKLiSPNmL9yhn3jcoO%2F%2FF3wMee0xAj%2B2V2ygW0GnnuZ24ITynEHy8mCgRgtYI6JE%2BzckiRNNpiUlfFXbzQdkoXIhjWlXvUWoudxTMSZ6QCzdU0VEi9tqDSXXkG8ckYFW9E9EpZ5vnw4I437gDoWwxciWmfM9g%3D%3D
DiscoveryScience,http://www.kaniptv.cn/ua3.php?etoken=bd2Q6Jx3u8Cx2Z3me8sMUyr3BPnicJMPjDsjXwd4iF9Uh0bVyBF3cNCE4FjnUCWziFtaq%2FKWz1IohZ3baoIgIy78l7BUxi7krkbA2FP3j5hAYuvioT0l9G5RbFH1GQWZzBGRMI7OTzDIDTOwSiEyOiJ3Zr95QycVZrxvKV28bnXP0jFRfGE4%2FVgLfcRbC6h9DBmrasyLW7p5yi3uVSM2T9jxO4u%2FoxpI0fEnMtU%2FUEDcFPyWoERUfLe6JQJhCcbN7AQ%2FLvd3Pym3lrXXjfiGcreHnCTwU%2B%2BzZL3rccAl77Y4Lt%2BMfI3C4dYYKAvMDSx6ZzJpcqIXcd8IJkjqYNccZ98XlWx9I14SWzlsqccbB%2FM%3D
央视体育频道,http://www.kaniptv.cn/ua3.php?etoken=OJR1l%2FMASKQmUikk5rGppo9L994ipTB9t3ZDrv6OF5%2BAOiuCzQEZ6xoasBw7EPZOtq%2FALGIueWkOroVXmtSEjXepZMwDaokpMMwEV42RGNo2FJn9Xa97ti2hFgplKcZexFQjwraKPC1oQjSnD1Oqo2BfZZymWceziQc2wtfvAZ6KxaIfEfnJEztkmFxIoMDX0jJ5Wn%2Fsj35gGxIzx33SQY4z57hqGNaXnom%2BzXY9EMQPjJPYCH6SmO6SPVVHsoinAyjZkfTYR%2FtSrtb3wkxX0K7TipmLf%2BZSXy52%2BvIrmzWdhx2DIJHXx4tdoJx%2FSQY26BbZcbqtDjtTSZun0LVFGA%3D%3D
广东体育频道,http://www.kaniptv.cn/ua3.php?etoken=70JU%2Bj8x%2BHaAtGmJ0bUbufO73sN5nEQdtjxRmR0Ja1alOE1qcpI6iIL2OlSGI81%2FG3gApNVqm5imP%2B08k5qyYbkXJP3O6jYVXbQfep7dSHtLZVatfuCHwQg8hXG0DlegidusnjvPJdM2NibSvc9foYDeXn%2BxMe9QmLr5Q7czPt%2FkduYhqHY125wN218d4Y7HiaErBkS5V6JyS%2FUz63vk3e8i9M6zJ1cAw46fcmwt85EYt9QJXskC09N2oV%2FXAVGSTJEG03yXgmN%2B9BwmNKbiFiDNgHIBPzprlgR%2BwEsbLedy%2BH9cSrQ0moOzZ7nXt25rpqYAKD1A%2BTGZM0kWmsxaeQ%3D%3D
VIUTV 99台,http://www.kaniptv.cn/ua3.php?etoken=4vDBPwEEcKIUIc5WPiJQNTlv699%2FxsOFgPN2rDz165I4mofVzt5TwTX9Ek1I8N0kh%2BSplRo56k9gcL%2FZ91Uc7J6JAjjqumanQT2LFdVcj9MirDpxnnEyVcCE%2F1D1iAqD6njASTrvk8uFEf09JcSeO2uzDpB82YRDlsR38eG%2BNDhJPNBQdoiXo6VLjnC2NJ%2Fg3r70a2mk1RaDk3fUFWMUduVakATqTXsZZ7Y%2FI11lKQ1dHse8x2ggnUoLVgyDwfWGl0xFpVvzn67yvJ%2BP3oMEYsy5i%2BMD0qbALX8HWcGPXO5tJ6G488ntxfZrLKUNflVNdx5R9LH%2FtWJ96%2BiwW4P3lw%3D%3D
睛彩竞技HD,http://www.kaniptv.cn/ua3.php?etoken=XJ4j8F7RqiC67pbNzVq9XJuJNSjlpKdcA9dfjgQNNHlH%2FGe3KOK7PYk8w7WOYBZWsytmg%2FIjdkuCDo47blMWM9U2KZfBz0QirwmXmuPoac5S5zGDpSmMy1B6BABhuk2JUgf8L5IdFeGBxmiEYBB3ytcFfv3DTzi69otXBv18XsRyNCSpIManKBFZoBJr2i5p%2BgjN%2BUs%2BpdKrW9ZsMVC2hnfxuwrakv%2Bp6f18QbvLdQT2hsECy%2BJEsJnNqqRwYp1g6o0KXJ29pEoj9tvLTT0MJR2k2jFi%2B0n9Y2YOhDN99meOCgs%2FIld0ewmfN1SfsXqgHKipxpzhUo5vWXb7KlX5ww%3D%3D
Now 618HD,http://www.kaniptv.cn/ua3.php?etoken=PXWDrIly%2B6Kk0KDI4uKmmhVQw1OMEg8O29tCeidIn8BS00IoeAduj7l4ZOXkecSzX6nWyi5OBRS15YU2TKHVx6DYo7wuH5VNxTQ%2BlY0D0VWk5GMpAo%2BGCi09q0xodJC%2B46Z9N8OTbyyuKOGVVn9VkjL8bdR%2BZnhFH5NGkwkxL7NaCugwyATjKCpnUQg7OEaSebuC7YcWbbm7MmX2PEHfv4A5ksWUR0LAJLdn7dlIUl1MX0T1PBMt1rk03%2FKoQofkgqtuHDOhJOLULMf2PdHHvTBO%2FSJh4YAJARoiZysEYNIdE6cLn8sfkWGCkw3ijQKng4qnnJbG5QuXwIwNCY7zgA%3D%3D
Now 619HD,http://www.kaniptv.cn/ua3.php?etoken=cB%2FknDCHABt7heuHwW0LGQlwQjkJmqdJF0DnGuGUYkgKmR%2Fp7MtD8WCohKlUESZZHFh56w3itljeBfXDP4TRvyng9f3aFYMoo1jucws%2BaO4aDZh%2F6g8%2BLenQmuWcCM5P4MK9v%2FHTXTDYO2eAZToUOyQ0xkej6F12YAgXK%2BQ1yV38NQMb4dVHvHwXgt3eKkzB8S8LUB4HnCnRFOdTHWveQZbZSUIrrm%2FDGJQSNBMNdFcI77a%2B1cqQ7t1gtpS8b1H0BieX8YAzlRj3gcckW0OpYYedeeMPudfexeegysmAS23yJyjIAhZo9nxrGbtkVnZw%2BOutba0NDq3mEDNQaVCT2g%3D%3D
愛爾達體育1台,http://www.kaniptv.cn/ua3.php?etoken=98kg7MdAIhZAdR6fGgjF%2BGBby2EkFuqevt%2BujVmLw0HP2LOAKKseBI9Zc3FArl03Ghf5jUuc%2FyUsjAYVK7cZx5r3DOOIaPTZ4UmNshB9leyZoIN6z5g3%2B1JjbRcC6NVLXhRLa2oZrd1uJTgbuQoMkG4456gAknxZwk2%2BDVS3igcPcMhkQ%2F8tBVQnnmnF75VdIwjxiWjfhn1orSS4uyF%2FgbJibSgcF%2FUhfdAjyRETScLhTYucGVKvbGpwfaUqQRSpyeKnIJWpbrgtxdJOkPVSwzEHZXMpNGHHg3UW5eJhvEpF%2FRu4aIm%2FSThGa8Tx%2F%2BGJA6%2BwxS2tE7KAC8CjT89TmA%3D%3D
愛爾達體育2台,http://www.kaniptv.cn/ua3.php?etoken=W98DGESOWInL3wHSC1Zl4uVKhR4QDoXCF%2Fam00K3MehiBtE%2F0DgW5mcUaBiNx8aUqoOc6BkQBEnyelA%2B9Dy25ev97f8hXkrA49FlkpRUHpdbn8tF3UYH1UbBbKjc2epfAZSWdS6qDpVHEQwE%2Bq1owO2nI8%2FgNMOF4cOJdMKkFnY%2BnXE9W5ZqjeayKQhFWMQR6KGBj%2F%2BDdNvpS%2BSowMw6x5hHXfFIIh9PHnBVrKUHLlWgYKKEfbdaY2hei%2FG0NDgl0qU3yRxncdPcA6UEZj7VF2mGWJ%2BRvq9QWM1jCo712aLOSDwPXyT%2FVdn0ChgS4xleb3T9AmjauWyQ9VdI%2FSMyAA%3D%3D
中天新闻,rtmp://221.4.216.91/live/332123-ztxw
中天新闻,rtmp://ai.unispc.com/live/nb-py-ztxw
中天新闻,http://jnzq.ohoyee.com:9080/live/332123-ztxw2.m3u8
中天新闻,rtmp://media.atmsiot.com/live/ztxw
镜新闻台,https://d36dgdk71xuzzg.cloudfront.net/v1/manifest/3a2ac8e6b6c76471996ebf627393d9c9417a60b6/linetv-6-627778910172-MediaTailor-production/81c30c93-82df-49c9-975c-61a17204cbba/1.m3u8
TVBS新闻,http://jnzq.ohoyee.com:9080/live/332123-tvbsxw.m3u8
寰宇新闻,http://jnzq.ohoyee.com:9080/live/332123-hyxw.m3u8
非凡新闻,rtmp://f13h.mine.nu/sat/tv581
东森超视,rtmp://f13h.mine.nu/sat/tv331
纬来育乐,rtmp://f13h.mine.nu/sat/tv701
纬来日本,rtmp://f13h.mine.nu/sat/tv771
纬来体育,rtmp://f13h.mine.nu/sat/tv721
DAZN-体育,rtmp://f13h.mine.nu/sat/tv731
DAZN-体育,rtmp://f13h.mine.nu/sat/tv741
momo'tv,rtmp://f13h.mine.nu/sat/tv761
寰宇新闻,http://jnzq.ohoyee.com:9080/live/xiangjiaoge-hyxw.m3u8
寰宇新闻,http://rihou.cc:555/tv/寰宇新闻
民视新闻,http://rihou.cc:555/tv/民视新闻
台视新闻,http://rihou.cc:555/tv/台视新闻 
台湾生活,http://rihou.cc:555/tv/台湾生活
台视新闻,https://live.wcetv.com/hls/master-ttvnews.m3u8
民视新闻,http://rihou.cc:555/tv/民视新闻
华视新闻 http://rihou.cc:555/tv/华视新闻
中视新闻,http://rihou.cc:555/tv/中视新闻 
台视新闻,http://rihou.cc:555/tv/台视新闻 
年代新闻 http://rihou.cc:555/tv/年代新闻
台湾生活,http://rihou.cc:555/tv/台湾生活
澳视澳门,http://rihou.cc:555/tv/[Pd]澳视澳门
澳视卫星,http://rihou.cc:555/tv/[Pd]澳视卫星
澳门体育,http://rihou.cc:555/tv/[Pd]澳门体育
澳门综艺,http://rihou.cc:555/tv/[Pd]澳门综艺
澳门莲花,http://rihou.cc:555/tv/[Pd]澳门莲花
央视综合,http://rihou.cc:555/tv/[Pd]央视综合
重温经典,http://rihou.cc:555/tv/[Pd]重温经典
龙华电影,http://rihou.cc:555/tv/[Pd]龙华电影
龙华经典,http://rihou.cc:555/tv/[Pd]龙华经典
龙华偶像,http://rihou.cc:555/tv/[Pd]龙华偶像
龙华日韩,http://rihou.cc:555/tv/[Pd]龙华日韩
龙华戏剧,http://rihou.cc:555/tv/[Pd]龙华戏剧
CHU综合,http://rihou.cc:555/tv/[Pd]CHU综合
CH5综合,http://rihou.cc:555/tv/[Pd]CH5综合
CH8综合,http://rihou.cc:555/tv/[Pd]CH8综合
八度空间,http://rihou.cc:555/tv/[Pd]八度空间
龙华电影,http://cdn8.163189.xyz/163189/lhdy
龙华经典,http://cdn8.163189.xyz/163189/lhjd
龙华卡通,http://cdn8.163189.xyz/163189/lhkt
龙华偶像,http://cdn8.163189.xyz/163189/lhox
龙华日韩,http://cdn8.163189.xyz/163189/lhrh
龙华戏剧,http://cdn8.163189.xyz/163189/lhxj
/
寰宇新聞台,http://bak.dou.ddns-ip.net/api.php?n=HKTV&id=JP9JTo&tk=B9eddFxBG9JM
中天新聞台,http://bak.dou.ddns-ip.net/api.php?n=HKTV&id=G8vMmy&tk=B9eddFxBG9JM
中天新闻,https://my5353.com/ztxw#rtmp://ai.unispc.com/live/nb-py-ztxw
新唐人,https://ntd02.akamaized.net/HD-NY/tracks-v3a1/mono.m3u8
寰宇新闻,http://rihou.cc:555/tv/寰宇新闻
民视新闻,http://rihou.cc:555/tv/民视新闻
台湾生活,http://rihou.cc:555/tv/台湾生活
🎸DJ舞曲🎸,#genre#

慢摇dj舞曲,https://vd2.bdstatic.com/mda-mkpi5r0xe92ja446/sc/cae_h264/1637775035132431598/mda-mkpi5r0xe92ja446.mp4
慢摇dj舞曲,https://vd2.bdstatic.com/mda-mkpi5r0xe92ja446/sc/cae_h264/1637775035132431598/mda-mkpi5r0xe92ja446.mp4
恨风恨雨我恨你,https://vdse.bdstatic.com//bf4bb1d82b2eb17681c49e745dc2da21.mp4
☆人生何处不相逢,https://alimov2.a.kwimgs.com/upic/2023/08/07/13/BMjAyMzA4MDcxMzQ2MzhfMzUwMDUzNzE1MV8xMDk4OTMzMTQyMTVfMl8z_b_B261a6bd298f6cebe0b183c617648f862.mp4
☆我曾用心爱着你,https://alimov2.a.kwimgs.com/upic/2023/08/06/22/BMjAyMzA4MDYyMjU0MjZfMzUwMDUzNzE1MV8xMDk4NTcwMDA2MDRfMl8z_b_Bd636c0f3be6c541734ed6ddc3f671389.mp4
☆忘了,https://txmov2.a.kwimgs.com/upic/2023/08/06/14/BMjAyMzA4MDYxNDI3MDZfMzUwMDUzNzE1MV8xMDk4MTUxNzQ1NDdfMl8z_b_B60a3cb08802def668224fadda9b53048.mp4
☆西域美女,https://txmov2.a.kwimgs.com/upic/2023/08/06/00/BMjAyMzA4MDYwMDEzNDNfMzUwMDUzNzE1MV8xMDk3Nzk2MTc3MjdfMF8z_b_B43fd4402082771c1019e61b948ae5d60.mp4
☆越南神曲,https://alimov2.a.kwimgs.com/upic/2023/08/05/05/BMjAyMzA4MDUwNTQ5MjJfMzUwMDUzNzE1MV8xMDk3MDM5ODM3ODdfMF8z_b_B7172bf63ab1ba23cd273233ae6307339.mp4
☆错位时空,https://alimov2.a.kwimgs.com/upic/2023/08/04/23/BMjAyMzA4MDQyMzI5NTZfMzUwMDUzNzE1MV8xMDk2OTU4NTgwMThfMF8z_b_Bb1a434a56d3e9f0f807f49b17c890b15.mp4
☆可不可以,https://txmov2.a.kwimgs.com/upic/2023/08/04/13/BMjAyMzA4MDQxMzI1MjBfMzUwMDUzNzE1MV8xMDk2NDg5MzgzOTFfMl8z_b_B88b843adc19fefc005190462c73b8a48.mp4
☆女孩,https://alimov2.a.kwimgs.com/upic/2023/08/04/04/BMjAyMzA4MDQwNDE4MjdfMzUwMDUzNzE1MV8xMDk2MjMzNDYwNTdfMl8z_b_B8e6ab320b1d831bbc8a3bff3a38b848d.mp4
☆真的爱你,https://alimov2.a.kwimgs.com/upic/2023/08/03/17/BMjAyMzA4MDMxNzU3NTRfMzUwMDUzNzE1MV8xMDk1ODg0OTM5ODRfMl8z_b_B9cd96b94554cd360f2edf7e6afa70d89.mp4
☆嘉宾,https://alimov2.a.kwimgs.com/upic/2023/08/03/01/BMjAyMzA4MDMwMTA4NTJfMzUwMDUzNzE1MV8xMDk1NDExMDQ4NzdfMl8z_b_B88c7e9dfecd64f9bc7d28c3386a93455.mp4
☆若把你,https://alimov2.a.kwimgs.com/upic/2023/08/02/18/BMjAyMzA4MDIxODE0MjVfMzUwMDUzNzE1MV8xMDk1MTAyNDQ5OTZfMl8z_b_Be41cdadf201349e1beb56be90e7e438c.mp4
☆你的样子,https://txmov2.a.kwimgs.com/upic/2023/08/02/02/BMjAyMzA4MDIwMjM1MDVfMzUwMDUzNzE1MV8xMDk0NjI4NTI5NDhfMl8z_b_B180ec84c183f378933a11512d162f1c4.mp4
☆合适,https://txmov2.a.kwimgs.com/upic/2023/08/01/19/BMjAyMzA4MDExOTE5MjZfMzUwMDUzNzE1MV8xMDk0MzQ5MTk4MjNfMl8z_b_B79a9ae8885ed7396e105166ff2a7a4d2.mp4
☆很好听dj,https://alimov2.a.kwimgs.com/upic/2023/07/31/22/BMjAyMzA3MzEyMjAzMjBfMzUwMDUzNzE1MV8xMDkzNjc5NDI5MzJfMl8z_b_B002c8d94db2c0e0ca7d81d84678b4ed9.mp4
☆护花使者,https://alimov2.a.kwimgs.com/upic/2023/07/27/14/BMjAyMzA3MjcxNDA3MDhfMzUwMDUzNzE1MV8xMDg5OTYxMTA0NDBfMl8z_b_Bc80cec26e6c8cbeae064bea41ab58d3a.mp4
☆月亮不曾奔我来,https://alimov2.a.kwimgs.com/upic/2023/07/27/00/BMjAyMzA3MjcwMDEzNDBfMzUwMDUzNzE1MV8xMDg5NjI3MDUyMzBfMl8z_b_Bbe40fd5c0503d204b062a77c8a2c834c.mp4
☆特别的爱给特别的你,https://alimov2.a.kwimgs.com/upic/2023/07/26/14/BMjAyMzA3MjYxNDAwNDhfMzUwMDUzNzE1MV8xMDg5MTUxNTkyMzdfMl8z_b_Bd1197da32eb1b75b6854664cefc52e97.mp4
